state	county	name	var2	var12	var95	var100	var123	var126	var130	var133	var144	var178	var180	var182	var185	tractors
25	1410	WOOD	3341	372794	6717	84	20	208	33643	1728	0	9014	31255	0	0	636
31	0	IOWA	221986	34359152	902512	67320	269000	24386	4434753	280462	0	5981258	3376590	0	0	66258
31	10	ADAIR	2182	358856	9228	686	3859	165	25885	3497	0	5616	89864	0	0	578
31	30	ADAMS	1637	262966	6177	656	4957	60	10434	2488	0	8650	57023	0	0	361
31	50	ALLAMAKEE	2128	374392	8449	138	414	661	35828	604	0	37047	9104	0	0	402
31	70	APPANOOSE	2304	319861	5957	514	591	0	1523	1708	0	8658	29570	0	0	204
31	90	AUDUBON	1879	282293	7997	690	1233	76	42821	1009	0	43599	37936	0	0	504
31	110	BENTON	2680	445992	12181	567	1019	198	56358	7608	0	100357	23648	0	0	926
31	130	BLACK HAWK	2465	338878	8595	366	231	251	45780	7796	0	73192	22686	0	0	785
31	150	BOONE	2567	345502	9489	922	1330	201	69715	6066	0	78178	40802	0	0	832
31	170	BREMER	2090	269205	8768	220	137	114	48241	1379	0	53421	14285	0	0	667
31	190	BUCHANAN	2435	353850	9974	476	425	114	52873	4638	0	82875	14203	0	0	407
31	210	BUENA VISTA	2179	361611	10028	528	231	130	93180	515	0	111065	12066	0	0	916
31	230	BUTLER	2277	353672	10687	232	213	74	65923	4358	0	78153	25999	0	0	544
31	250	CALHOUN	2174	356342	9984	933	246	62	115037	541	0	115690	5430	0	0	871
31	270	CARROLL	2152	356888	10094	819	1903	617	72310	1398	0	91910	23433	0	0	779
31	290	CASS	2243	350174	9008	1327	8551	105	38030	6621	0	17484	84996	0	0	633
31	310	CEDAR	2264	350800	9480	771	2165	103	31503	4607	0	81999	11226	0	0	714
31	330	CERRO GORDO	2048	348436	9375	301	304	99	78100	2283	0	70607	32813	0	0	617
31	350	CHEROKEE	1903	362476	9688	461	71	133	60182	592	0	99744	14654	0	0	792
31	370	CHICKASAW	2105	310684	9118	145	482	241	54009	6396	0	55603	20795	0	0	396
31	390	CLARKE	1556	264459	5503	387	669	0	2691	1109	0	1682	47451	0	0	343
31	410	CLAY	1790	345095	9389	383	128	163	79537	373	0	94690	11433	0	0	809
31	430	CLAYTON	3058	463850	12128	337	271	791	63368	4578	0	62208	10881	0	0	991
31	450	CLINTON	2802	417151	11704	473	2918	272	45790	2190	0	100276	11911	0	0	978
31	470	CRAWFORD	2595	447260	12467	958	2848	1024	51647	1018	0	95528	39279	0	0	1028
31	490	DALLAS	2468	366013	8836	898	5338	208	36301	5708	0	30683	87386	0	0	979
31	510	DAVIS	1978	307876	5921	494	1364	0	716	741	0	6190	31370	0	0	265
31	530	DECATUR	2088	332549	6507	728	458	0	404	841	0	9928	41834	0	0	231
31	550	DELAWARE	2345	351921	9935	549	203	259	58183	1841	0	72970	12331	0	0	501
31	570	DES MOINES	1894	245913	6819	432	5844	7	4948	1071	0	36461	18149	0	0	571
31	590	DICKINSON	1290	234877	6511	285	268	277	49107	651	0	61419	6990	0	0	429
31	610	DUBUQUE	2482	365630	9447	313	94	644	49250	1926	0	55034	9673	0	0	545
31	630	EMMET	1315	245861	6610	431	158	146	63778	603	0	66017	8952	0	0	500
31	650	FAYETTE	3195	449222	12681	309	414	353	71440	4790	0	79956	17534	0	0	585
31	670	FLOYD	1954	307851	8048	200	419	149	65022	5516	0	62475	26862	0	0	583
31	690	FRANKLIN	2154	363015	10588	298	82	178	77353	3372	0	87458	29203	0	0	793
31	710	FREMONT	1871	311286	6660	1964	11908	159	4964	5408	0	18461	110582	0	0	478
31	730	GREENE	2127	356653	9780	900	553	133	84551	831	0	104367	25870	0	0	803
31	750	GRUNDY	1826	316725	9039	336	105	70	44001	9853	0	78439	17776	0	0	623
31	770	GUTHRIE	2524	370053	9212	800	2640	216	42540	5476	0	30688	64743	0	0	600
31	790	HAMILTON	2263	363229	9870	617	263	267	96878	3904	0	101175	23597	0	0	958
31	810	HANCOCK	2035	353263	10303	460	30	101	92548	851	0	93399	14886	0	0	777
31	830	HARDIN	2239	350908	9924	572	63	134	65741	3678	0	88650	25486	0	0	741
31	850	HARRISON	2942	427344	11547	1971	14292	3643	23737	3534	0	92807	63352	0	0	950
31	870	HENRY	2060	261228	6931	625	1998	0	6961	3450	0	29907	27504	0	0	551
31	890	HOWARD	1775	293422	8015	149	68	216	42668	6720	0	47057	13695	0	0	412
31	910	HUMBOLDT	1533	276029	7477	434	137	165	79425	645	0	83433	9209	0	0	653
31	930	IDA	1453	273499	7913	733	166	35	42192	714	0	68770	22484	0	0	551
31	950	IOWA	2247	367146	9133	777	1905	81	25207	3480	0	59583	25419	0	0	839
31	970	JACKSON	2208	379873	8135	705	387	388	27267	2538	0	48773	9188	0	0	458
31	990	JASPER	3125	452885	11356	954	5700	196	27416	7542	0	37988	91582	0	0	920
31	1010	JEFFERSON	1898	262504	6629	511	2162	2	5446	2465	0	11813	39351	0	0	359
31	1030	JOHNSON	2566	367644	9649	1161	1924	87	30720	4369	0	70577	18811	0	0	841
31	1050	JONES	2222	349072	8839	532	106	206	24430	2013	0	58303	16327	0	0	540
31	1070	KEOKUK	2703	358590	9778	1066	2292	100	13361	6175	0	23050	64404	0	0	592
31	1090	KOSSUTH	3153	603983	17231	778	314	188	178014	1224	0	171097	21334	0	0	1376
31	1110	LEE	2186	296338	6845	649	5928	0	7814	3381	0	23107	22159	0	0	528
31	1130	LINN	3848	423576	11589	695	856	451	46915	6182	0	86855	18303	0	0	705
31	1150	LOUISA	1460	233156	5800	438	9080	56	3643	3207	0	49344	8840	0	0	520
31	1170	LUCAS	1730	264380	5793	648	1116	48	5032	1328	0	2569	40596	0	0	214
31	1190	LYON/BUNCOMBE	1885	364282	10881	311	31	330	87547	817	0	104566	10822	0	0	542
31	1210	MADISON	2238	346468	7703	644	6525	42	4231	1554	0	825	74132	0	0	597
31	1230	MAHASKA	2853	351254	8977	1266	5305	31	7688	1910	0	3148	88232	0	0	606
31	1250	MARION	2476	346771	8088	853	8675	71	5264	3944	0	3087	76774	0	0	492
31	1270	MARSHALL	2401	357113	10222	564	1709	312	54390	3993	0	82440	21673	0	0	878
31	1290	MILLS	1663	264758	6272	1301	9616	98	16117	5247	0	29603	72194	0	0	536
31	1310	MITCHELL	1797	287767	8167	160	201	762	55265	4343	0	42216	28219	0	0	509
31	1330	MONONA	2182	417119	9507	1233	6460	1784	17723	1095	0	114338	23013	0	0	1031
31	1350	MONROE	1768	262059	4862	791	3095	7	1325	1852	0	1747	35805	0	0	164
31	1370	MONTGOMERY	1677	264830	6666	1131	15319	177	21809	2392	0	15789	70154	0	0	538
31	1390	MUSCATINE	1852	251192	6705	611	3825	77	12422	1561	0	57002	6737	0	0	614
31	1410	O BRIEN	2006	353961	9805	374	37	155	73369	790	0	99647	12386	0	0	831
31	1430	OSCEOLA	1317	251306	7270	273	173	91	62919	798	0	70118	8524	0	0	486
31	1450	PAGE	2299	339876	8604	1553	19552	114	18372	2579	0	14805	89464	0	0	648
31	1470	PALO ALTO	1947	353228	9668	547	576	43	97048	512	0	98950	11425	0	0	679
31	1490	PLYMOUTH	2881	539772	14591	899	705	662	73320	1510	0	146938	28943	0	0	1176
31	1510	POCAHONTAS	2094	363198	10001	670	398	157	113865	758	0	115898	7483	0	0	1095
31	1530	POLK	3351	330018	8045	1009	12123	139	27790	4259	0	43757	54126	0	0	894
31	1550	POTTAWATTAMIE	4205	586294	15418	2132	9904	249	59330	4549	0	75900	143005	0	0	1544
31	1570	POWESHIEK	2263	360146	8366	746	672	328	22218	3765	0	22865	72311	0	0	833
31	1590	RINGGOLD	2033	330816	7401	717	1274	0	2387	1030	0	10168	53640	0	0	372
31	1610	SAC	1995	359319	10220	924	264	89	71644	1670	0	94418	26256	0	0	810
31	1630	SCOTT	2379	275526	8578	676	6710	108	28007	1373	0	66610	3642	0	0	976
31	1650	SHELBY	2186	370310	11370	873	1613	385	60694	930	0	78179	45164	0	0	763
31	1670	SIOUX	3037	478637	15860	462	316	346	100610	1267	0	128913	34415	0	0	816
31	1690	STORY	2403	352551	9942	854	1214	81	75620	4735	0	96865	28905	0	0	817
31	1710	TAMA	2781	446384	11773	636	1413	404	55763	5244	0	97040	16051	0	0	904
31	1730	TAYLOR	2295	338404	8805	795	7257	108	11506	3316	0	12526	71763	0	0	390
31	1750	UNION	1662	263636	5989	516	941	47	3357	1221	0	3481	53580	0	0	303
31	1770	VAN BUREN	1945	295516	6260	530	1417	25	1423	1097	0	13353	24417	0	0	316
31	1790	WAPELLO	2123	258131	5236	564	5868	128	2106	980	0	9635	36056	0	0	418
31	1810	WARREN	2623	349568	7824	818	11999	124	2061	2034	0	2470	75099	0	0	518
31	1830	WASHINGTON	2452	343283	8821	945	2053	226	9412	3078	0	61680	22092	0	0	735
31	1850	WAYNE	1938	324996	7124	650	382	0	4698	3920	0	6794	48128	0	0	309
31	1870	WEBSTER	2799	438116	11656	753	175	334	131638	2158	0	129057	12628	0	0	1308
31	1890	WINNEBAGO	1753	251611	7929	316	24	173	58481	393	0	54452	16247	0	0	494
31	1910	WINNESHIEK	2933	427055	12479	306	385	725	63895	3644	0	61556	17218	0	0	681
31	1930	WOODBURY	3334	532261	13553	1532	6480	185	32250	1861	0	142601	47490	0	0	1146
31	1950	WORTH	1491	248425	7085	162	404	264	53538	555	0	42314	19853	0	0	530
31	1970	WRIGHT	1999	358988	9970	521	79	188	94913	2328	0	108472	11254	0	0	911
32	0	KANSAS	174589	48009770	589375	103465	8292449	31192	1049789	216410	0	172495	2848911	2049	0	66275
32	10	ALLEN	2166	306138	5982	964	18462	88	20839	1500	0	8504	39448	0	0	509
32	30	ANDERSON	1907	336593	6323	864	14318	58	22069	1597	0	4003	48052	0	0	342
32	50	ATCHISON	1887	259712	5249	1637	38197	7	6179	5913	0	1609	45999	0	0	466
32	70	BARBER	1102	678119	5557	1359	121234	0	2287	1338	0	747	10680	0	0	669
32	90	BARTON	1758	563391	5639	1052	268189	1695	2650	556	0	122	4621	0	0	1360
32	110	BOURBON	2418	372826	7617	1085	18808	198	23334	2172	0	8850	49978	0	0	312
32	130	BROWN	2294	350780	7773	2351	46226	74	22028	4331	0	1529	107022	0	0	735
32	150	BUTLER	2738	800146	11272	2059	50101	142	50210	5281	0	1825	46141	0	0	1026
32	170	CHASE	917	465465	3709	619	10070	100	4811	1758	0	380	23454	183	0	278
32	190	CHAUTAUQUA	1311	389256	4669	963	10365	168	12390	1957	0	2768	12334	0	0	205
32	210	CHEROKEE/MCGHEE	2671	332408	6352	1984	52054	215	28909	7323	0	1557	53685	0	0	493
32	230	CHEYENNE	1143	628695	7052	602	75724	2418	722	206	0	7433	62916	0	0	502
32	250	CLARK	615	622280	2378	401	78973	0	0	40	0	0	1	0	0	531
32	270	CLAY	2070	395375	7476	1080	78764	230	8661	4073	0	379	13323	0	0	716
32	290	CLOUD	2190	435659	7750	1083	109148	576	8750	4318	0	409	47873	0	0	697
32	310	COFFEY	2364	394111	7800	1381	24028	20	25177	1426	0	7079	59952	0	0	445
32	330	COMANCHE	575	478965	2581	326	87639	950	202	73	0	0	2360	0	0	491
32	350	COWLEY	2946	680337	9929	2115	59837	55	30957	3785	0	2241	40408	0	0	713
32	370	CRAWFORD	2897	338244	7130	1589	39363	145	33074	6501	0	2821	55578	0	0	420
32	390	DECATUR	1414	568926	6368	721	54326	120	187	24	0	1264	12345	0	0	496
32	410	DICKINSON	2565	531327	9899	1514	149583	202	27639	3607	0	36	50726	0	0	1445
32	430	DONIPHAN	1739	230677	4006	2612	17724	114	6235	3648	0	13388	32589	0	0	363
32	450	DOUGLAS	2209	285000	5965	1195	26194	109	12956	4683	0	3618	46541	0	0	594
32	470	EDWARDS	829	391039	2754	362	137258	0	557	133	0	51	234	0	0	795
32	490	ELK	1308	378296	4803	774	8386	95	14330	1689	0	4044	22208	0	0	185
32	510	ELLIS	1343	563500	6958	360	165059	181	137	15	0	676	1953	0	0	732
32	530	ELLSWORTH	1181	436697	5000	920	133879	125	1781	1246	0	711	10241	0	0	768
32	550	FINNEY	1029	610276	3146	373	65563	781	116	66	0	181	96	0	0	614
32	570	FORD	1407	666468	2975	284	196426	810	310	19	0	0	92	0	0	1331
32	590	FRANKLIN	2526	343688	7118	1072	14889	79	21087	4401	0	3007	61849	0	0	448
32	610	GEARY	773	218676	3025	673	20367	38	4272	772	0	152	17432	0	0	318
32	630	GOVE	911	620439	3697	148	87586	261	10	84	0	108	922	0	0	487
32	650	GRAHAM	1296	534592	4626	762	8312	40	0	6	0	15	1718	0	0	382
32	670	GRANT	466	318612	2951	336	85819	300	0	0	0	4899	1048	0	0	471
32	690	GRAY	935	512366	1492	171	88120	116	0	0	0	0	142	0	0	833
32	710	GREELEY	311	232838	1004	50	29106	25	0	0	0	115	1459	0	0	150
32	730	GREENWOOD	2137	653853	7728	1478	8811	34	13106	1547	0	1682	48650	0	0	456
32	750	HAMILTON	529	360897	1509	130	48235	0	0	0	0	211	728	0	0	217
32	770	HARPER	1642	474661	6295	913	179710	133	14888	3660	0	192	8280	0	0	1031
32	790	HARVEY	1720	329198	6165	1267	107958	34	30510	2340	0	392	25672	0	0	1009
32	810	HASKELL	429	296937	539	24	55579	0	0	0	0	0	177	0	0	528
32	830	HODGEMAN	790	532485	2510	115	112417	0	983	238	0	0	43	0	0	697
32	850	JACKSON	2588	412649	8022	1766	25127	592	4392	7992	0	276	91098	0	0	389
32	870	JEFFERSON	2286	337800	7082	1700	23602	305	9950	7858	0	1347	66686	0	0	456
32	890	JEWELL	2601	562492	9867	1686	65417	484	1126	169	0	0	19950	0	0	509
32	910	JOHNSON	2830	274425	5923	1447	20826	170	22577	5095	0	1354	40267	0	0	416
32	930	KEARNY	516	378208	1643	162	31275	130	26	31	0	1426	839	0	0	283
32	950	KINGMAN	1638	524447	6620	1111	189171	320	10225	1817	0	1198	23675	0	0	1008
32	970	KIOWA	730	445902	2900	456	101030	0	28	45	0	54	1171	0	0	627
32	990	LABETTE	2698	398699	7352	2011	52847	708	52610	8213	0	4302	36671	0	0	622
32	1010	LANE	554	430801	1977	392	98866	770	92	0	0	0	57	0	0	437
32	1030	LEAVENWORTH	2260	268812	5166	1929	27240	113	8678	5320	0	4629	40813	0	0	344
32	1050	LINCOLN	1427	435449	5545	833	95690	113	1085	1332	0	15	3590	0	0	774
32	1070	LINN	2372	360064	7609	1220	21744	37	15450	3300	0	7640	55491	0	0	343
32	1090	LOGAN	601	551869	3035	147	38828	330	0	0	0	0	815	0	0	279
32	1110	LYON	2623	498063	8995	1768	20568	100	13742	4844	0	1036	74972	0	0	596
32	1130	MCPHERSON	2563	552798	9227	1592	207157	476	24710	6027	0	136	31240	0	0	1705
32	1150	MARION	2527	564235	10370	717	125050	380	58456	3234	0	0	56528	0	0	1528
32	1170	MARSHALL	2918	561682	11570	2342	61961	429	13745	6306	0	1048	141288	0	0	728
32	1190	MEADE	883	596484	2190	180	104221	214	19	0	0	68	18	0	0	856
32	1210	MIAMI/LYKINS	2520	354893	7088	1232	17950	86	25368	4313	0	2647	69491	0	0	541
32	1230	MITCHELL	1699	439619	5380	569	118700	372	213	484	0	110	14194	0	0	848
32	1250	MONTGOMERY	2750	384931	6366	1552	39949	127	38030	4643	0	9684	18921	1866	0	546
32	1270	MORRIS	1622	432661	6669	987	23117	90	11539	1504	0	509	57014	0	0	472
32	1290	MORTON	475	339818	1354	193	57979	0	30	0	0	373	45	0	0	237
32	1310	NEMAHA	2468	443931	10426	1958	22567	299	11308	3319	0	859	131739	0	0	521
32	1330	NEOSHO/DORN	2311	338714	6750	1180	36144	107	29966	3522	0	9788	27299	0	0	409
32	1350	NESS	1218	669407	4279	186	160455	140	226	164	0	0	440	0	0	922
32	1370	NORTON	1688	538205	7340	1186	31509	363	53	10	0	506	19304	0	0	262
32	1390	OSAGE	2702	438396	8455	1908	13966	103	15270	2432	0	3618	88627	0	0	439
32	1410	OSBORNE	1692	553867	6607	533	59785	200	166	89	0	4	14989	0	0	675
32	1430	OTTAWA	1631	412883	5321	849	117766	223	1891	1873	0	56	17940	0	0	759
32	1450	PAWNEE	1164	489027	4414	381	240475	354	1325	369	0	18	919	0	0	1140
32	1470	PHILLIPS	2074	548648	8290	1768	43086	103	135	107	0	394	35434	0	0	288
32	1490	POTTAWATOMIE	2282	504061	7890	1605	19489	381	5913	3135	0	48	60950	0	0	475
32	1510	PRATT	1168	433278	4214	744	196837	377	842	543	0	90	2405	0	0	1066
32	1530	RAWLINS	1143	659386	6121	388	124332	2614	411	364	0	4018	17257	0	0	690
32	1550	RENO	3140	756513	9935	1768	306074	301	15962	2618	0	1065	26275	0	0	1935
32	1570	REPUBLIC	2357	441862	9333	1635	61545	241	14795	5618	0	114	53360	0	0	510
32	1590	RICE	1447	420032	6129	1204	165821	215	5097	1034	0	200	8257	0	0	1067
32	1610	RILEY	1625	388375	5513	1094	24465	46	7243	2167	0	85	16359	0	0	519
32	1630	ROOKS	1402	536010	5167	684	66428	290	20	7	0	0	1863	0	0	433
32	1650	RUSH	1188	447264	4169	216	201128	0	831	349	0	22	448	0	0	986
32	1670	RUSSELL	1357	538442	5571	285	110238	0	35	71	0	2	2146	0	0	910
32	1690	SALINE	1862	418774	5863	1208	142867	312	2849	2004	0	45	20738	0	0	971
32	1710	SCOTT	552	376188	1911	135	82032	10	241	33	0	208	778	0	0	317
32	1730	SEDGWICK	3865	586864	9477	2427	191181	277	45428	2987	0	4163	41898	0	0	1635
32	1750	SEWARD	560	350747	1653	191	57358	295	0	0	0	260	23	0	0	470
32	1770	SHAWNEE	2460	316693	6829	1308	15774	153	5711	5114	0	468	55307	0	0	510
32	1790	SHERIDAN	1050	553704	3707	337	51540	130	58	5	0	21	1004	0	0	511
32	1810	SHERMAN	839	606610	3448	132	59838	2504	398	50	0	2551	20397	0	0	539
32	1830	SMITH	2323	549931	8742	1622	43231	659	235	159	0	87	7127	0	0	379
32	1850	STAFFORD	1317	479902	4302	1355	207768	84	778	872	0	155	9992	0	0	1167
32	1870	STANTON	411	347401	1282	66	96862	925	6	0	0	5	111	0	0	273
32	1890	STEVENS	612	358365	2198	325	82649	0	52	25	0	356	206	0	0	435
32	1910	SUMNER	3097	723088	10377	2319	273452	123	51595	7571	0	4063	18186	0	0	1594
32	1930	THOMAS	1000	669546	2959	230	129923	783	77	202	0	133	8805	0	0	716
32	1950	TREGO	963	546485	3821	250	105992	0	0	4	0	30	401	0	0	595
32	1970	WABAUNSEE	1770	508279	6118	1527	17002	150	6501	2179	0	845	55648	0	0	452
32	1990	WALLACE	440	439375	2650	80	12947	0	0	0	0	718	5994	0	0	141
32	2010	WASHINGTON	2830	553273	10546	1786	61006	582	20326	7647	0	1021	111264	0	0	787
32	2030	WICHITA	419	357508	1624	49	45392	581	80	11	0	113	1244	0	0	205
32	2050	WILSON	2020	350937	5850	1326	25531	81	25260	2562	0	8775	22067	0	0	405
32	2070	WOODSON	1325	270665	3878	899	14384	104	13459	1368	0	1989	20960	0	0	259
32	2090	WYANDOTTE	1678	60385	1495	561	2488	0	802	973	0	752	6946	0	0	104
33	0	MINNESOTA	203302	32817911	746154	13039	90832	1065640	3094256	96324	0	1789907	2967596	0	0	48457
33	10	AITKIN	3012	342680	4971	109	126	135	7392	1337	0	740	7158	0	0	191
33	30	ANOKA	1763	225060	4136	74	53	544	4509	1123	0	8814	26242	0	0	235
33	50	BECKER	3227	516765	10339	174	638	17518	48782	2383	0	503	26607	0	0	321
33	70	BELTRAMI	2440	316057	4363	103	250	957	11766	509	0	692	6704	0	0	110
33	90	BENTON	1680	243819	5594	34	135	2944	23911	2073	0	4217	31468	0	0	210
33	110	BIG STONE	1154	309843	5736	124	229	7640	3138	17	0	79	32254	0	0	436
33	130	BLUE EARTH	3129	456417	13863	288	12226	7342	65464	1223	0	81189	36927	0	0	1247
33	150	BROWN	2116	370593	11135	140	3863	14867	56332	329	0	57329	27986	0	0	780
33	170	CARLTON	2594	234389	3486	83	22	209	7403	798	0	30	2125	0	0	170
33	190	CARVER	2153	221455	7371	87	2621	6023	21203	317	0	17195	23120	0	0	566
33	210	CASS	2546	341234	4879	136	95	363	10155	2081	0	2615	16102	0	0	173
33	230	CHIPPEWA	1687	350941	8641	209	41	8031	12053	997	0	8479	80663	0	0	659
33	250	CHISAGO	2183	245571	5603	41	42	2690	17659	839	0	3893	27047	0	0	254
33	270	CLAY	2207	617449	11986	129	473	84483	75303	667	0	2619	36384	0	0	737
33	290	CLEARWATER	1919	276873	4023	83	1213	4368	14811	804	0	180	3476	0	0	203
33	310	COOK	220	19095	130	0	0	5	50	17	0	0	0	0	0	8
33	330	COTTONWOOD	1997	397617	10751	208	172	3005	54908	1400	0	61541	38157	0	0	859
33	350	CROW WING	2201	285076	3793	83	15	349	10335	700	0	4442	12918	0	0	149
33	370	DAKOTA	2315	334006	8333	163	1235	7760	28182	1994	0	26283	41399	0	0	609
33	390	DODGE	1867	269836	7755	178	280	2305	31090	535	0	26394	32236	0	0	670
33	410	DOUGLAS	2879	386168	9498	84	231	19772	31761	898	0	1997	44973	0	0	462
33	430	FARIBAULT	2581	442386	13419	264	1982	3412	85733	1561	0	84718	30750	0	0	1033
33	450	FILLMORE	3204	521085	13536	196	1868	2533	55379	2743	0	43625	24765	0	0	792
33	470	FREEBORN	3126	434409	13447	307	850	4031	46058	803	0	54127	40127	0	0	1114
33	490	GOODHUE	3162	463789	12471	152	1037	6330	45801	644	0	27226	43959	0	0	1328
33	510	GRANT	1425	335445	7358	150	273	17236	40259	347	0	6552	46095	0	0	467
33	530	HENNEPIN	4701	272051	8432	90	196	3868	8965	973	0	6078	34117	0	0	648
33	550	HOUSTON	2005	340543	7469	128	548	868	22180	581	0	26534	7489	0	0	448
33	570	HUBBARD	1682	228281	3413	68	86	1380	15566	1283	0	1570	16577	0	0	111
33	590	ISANTI	2168	259427	5391	87	58	2771	14957	824	0	3233	22967	0	0	252
33	610	ITASCA	2803	264174	3317	64	111	378	6581	547	0	88	2518	0	0	191
33	630	JACKSON	2303	439325	11925	401	688	869	78837	457	0	104458	23104	0	0	978
33	650	KANABEC	1727	216932	4288	54	22	344	12810	657	0	449	18915	0	0	230
33	670	KANDIYOHI	2645	474923	12000	227	177	7459	25251	3868	0	2468	86962	0	0	837
33	690	KITTSON/PEMBINA	1481	482269	6348	73	479	68637	45406	1738	0	42	10999	0	0	614
33	710	KOOCHICHING	1438	177516	1797	34	171	952	6280	345	0	24	776	0	0	140
33	730	LAC QUI PARLE	2141	483166	11052	182	159	16985	7396	484	0	4693	84309	0	0	917
33	750	LAKE	486	33904	281	2	1	81	356	43	0	1	58	0	0	47
33	770	LAKE OF THE WOODS	966	145503	1259	53	295	883	4599	109	0	47	469	0	0	52
33	790	LE SUEUR	2249	273982	8901	79	12849	15516	20705	213	0	41039	11468	0	0	588
33	810	LINCOLN	1602	333852	8368	193	56	6610	15601	202	0	1262	70514	0	0	502
33	830	LYON	2026	437903	10920	299	261	11589	62793	1465	0	24925	88721	0	0	737
33	850	MCLEOD	2550	304846	9773	144	778	13515	41682	1711	0	26413	37347	0	0	728
33	870	MAHNOMEN	841	202657	3710	71	106	9388	19070	100	0	216	7130	0	0	102
33	890	MARSHALL	2971	872176	11526	220	694	60972	67902	536	0	17	20009	0	0	1011
33	910	MARTIN	2505	438310	13360	383	766	675	108144	480	0	104231	35778	0	0	952
33	930	MEEKER	2547	369624	10165	161	365	15988	35270	1398	0	17032	54580	0	0	668
33	950	MILLE LACS	2313	229290	4994	65	9	599	13345	2385	0	988	24669	0	0	168
33	970	MORRISON	3591	510180	10575	129	123	11956	43956	1096	0	9633	44392	0	0	345
33	990	MOWER	2572	431430	11456	221	467	2335	80748	2899	0	39900	43451	0	0	866
33	1010	MURRAY	2110	435159	11688	318	31	929	54599	405	0	65867	36139	0	0	757
33	1030	NICOLLET	1566	268897	8094	92	5848	9786	34342	445	0	42345	14680	0	0	714
33	1050	NOBLES	2191	443530	13705	293	80	407	96646	1383	0	115123	19716	0	0	735
33	1070	NORMAN	2068	536838	11080	141	253	60787	93930	364	0	408	29204	0	0	633
33	1090	OLMSTED	2518	402303	11501	247	516	3272	38111	1151	0	33447	38106	0	0	785
33	1110	OTTER TAIL	7284	1166424	25749	338	909	54229	122083	2490	0	7686	116386	0	0	1014
33	1130	PENNINGTON	1300	344534	4606	103	305	8854	34773	397	0	11	7647	0	0	240
33	1150	PINE	3814	412780	8201	125	91	1048	21349	1788	0	1582	28019	0	0	366
33	1170	PIPESTONE	1313	284435	7053	205	10	370	29131	1044	0	31522	34416	0	0	388
33	1190	POLK	4729	1147621	19942	237	1789	150739	122922	1884	0	450	37781	0	0	1263
33	1210	POPE	1905	396403	8094	100	113	6008	9338	1138	0	1038	53122	0	0	435
33	1230	RAMSEY	1254	45568	1406	15	16	306	1220	277	0	364	6264	0	0	113
33	1250	RED LAKE	981	246598	4325	118	225	14112	38964	1397	0	215	7457	0	0	190
33	1270	REDWOOD	2728	543327	14840	267	838	25436	100498	1395	0	92626	52546	0	0	1061
33	1290	RENVILLE	3184	608752	16008	284	956	38426	80182	1258	0	38122	107035	0	0	1270
33	1310	RICE	2432	301217	9432	137	3592	9604	21936	964	0	28474	32671	0	0	698
33	1330	ROCK	1382	297735	8901	148	257	145	63665	362	0	79584	12092	0	0	435
33	1350	ROSEAU	2287	534169	6853	193	609	7792	31967	1196	0	62	6048	0	0	398
33	1370	ST LOUIS	7919	609052	6248	87	209	799	11713	1189	0	23	710	0	0	586
33	1390	SCOTT	1679	214740	6527	54	6289	8309	17894	125	0	19579	19082	0	0	361
33	1410	SHERBURNE	1355	245593	4198	94	35	2309	7018	1815	0	3494	43416	0	0	191
33	1430	SIBLEY	2334	365164	11166	118	5248	15969	53278	479	0	49809	23201	0	0	816
33	1450	STEARNS	4896	818644	20129	189	471	22548	53556	6783	0	20663	109002	0	0	937
33	1470	STEELE	2090	269665	9208	150	1525	3219	26767	154	0	34511	25466	0	0	727
33	1490	STEVENS	1361	354198	7197	111	184	9516	14606	279	0	3734	61469	0	0	528
33	1510	SWIFT	1890	447599	9617	220	66	4278	5998	253	0	1433	74533	0	0	518
33	1530	TODD	3900	540715	12522	243	219	9522	52869	2313	0	7693	63355	0	0	403
33	1550	TRAVERSE	1171	345950	6219	166	652	17553	15826	448	0	1810	58475	0	0	483
33	1570	WABASHA	1759	322038	8001	100	545	2830	30628	1384	0	18147	23565	0	0	747
33	1590	WADENA	1703	258497	4538	105	42	1294	18553	1908	0	2374	25946	0	0	133
33	1610	WASECA	1704	258572	8473	214	4786	5552	29098	475	0	32494	26273	0	0	613
33	1630	WASHINGTON	2181	232031	5778	122	138	3553	15933	811	0	8627	33884	0	0	375
33	1650	WATONWAN	1536	270755	7855	153	1951	1137	53439	250	0	52865	25734	0	0	658
33	1670	WILKIN/TOOMBS	1278	425443	7696	61	331	36840	26998	106	0	5106	50079	0	0	628
33	1690	WINONA	2169	368952	8763	68	875	2877	35213	1546	0	24710	15827	0	0	700
33	1710	WRIGHT	4019	401952	11739	127	746	13752	23346	3000	0	16527	55266	0	0	717
33	1730	YELLOW MEDICINE	2212	471739	11465	269	647	32063	38030	2135	0	6562	106023	0	0	926
34	0	MISSOURI	278454	35054542	523648	245554	1635647	7363	598216	567631	198	1520565	3327818	316442	0	24999
34	10	ADAIR	2343	330118	6448	777	553	0	798	1008	0	26717	16192	0	0	182
34	30	ANDREW	2324	257602	5965	1595	8883	79	7720	2700	0	25054	27583	0	0	291
34	50	ATCHISON	1674	327873	5804	3742	12243	30	7775	3931	0	55262	66436	0	0	398
34	70	AUDRAIN	2389	414829	6886	2876	5610	50	7495	19831	0	2812	84649	0	0	394
34	90	BARRY	3926	389556	6157	1810	17424	0	3846	5901	0	3632	29627	0	0	65
