state	county	name	farms	facres	farmequi	horses	mules	tractors
1	0	CONNECTICUT	17195	1502279	12370693	20735	518	2667
1	10	FAIRFIELD	2081	142404	1628518	2126	46	310
1	30	HARTFORD	3743	249615	3274740	4972	234	718
1	50	LITCHFIELD	2174	279582	1773315	3732	50	393
1	70	MIDDLESEX	1262	103092	724588	1166	52	159
1	90	NEW HAVEN	2155	149951	1940206	2377	32	488
1	110	NEW LONDON	2327	249238	1221691	2410	31	272
1	130	TOLLAND	1553	140127	905218	1854	52	173
1	150	WINDHAM	1900	188270	902417	2098	21	154
2	0	MAINE	39006	4639938	28382752	60958	524	3410
2	10	ANDROSCOGGIN	2322	215710	1209827	2637	34	143
2	30	AROOSTOOK	6459	868400	10627820	17002	111	1614
2	50	CUMBERLAND	2233	211867	1410359	3041	32	191
2	70	FRANKLIN	1530	220777	910309	2664	19	56
2	90	HANCOCK	1300	149386	613676	1234	12	52
2	110	KENNEBEC	3592	365873	1985090	4947	61	208
2	130	KNOX	1845	144158	669010	1558	7	41
2	150	LINCOLN	1870	169977	620920	1873	10	39
2	170	OXFORD	2806	393107	1514383	3883	52	183
2	190	PENOBSCOT	4060	504380	2809066	6668	37	269
2	210	PISCATAQUIS	918	152450	705189	1605	4	68
2	230	SAGADAHOC	815	91213	366379	979	12	42
2	250	SOMERSET	2996	407853	1780102	5353	50	173
2	270	WALDO	2511	293256	1256624	3380	36	140
2	290	WASHINGTON	1591	233191	689053	1644	14	29
2	310	YORK	2158	218340	1214945	2490	33	162
3	0	MASSACHUSETTS	25598	2005461	18730074	24797	272	3921
3	10	BARNSTABLE	484	21871	297283	161	6	68
3	30	BERKSHIRE	1604	251151	1314915	2493	24	262
3	50	BRISTOL	3042	145172	1849474	2634	20	482
3	70	DUKES	67	16064	43745	58	0	9
3	90	ESSEX	2024	117113	1721873	1704	11	316
3	110	FRANKLIN	2695	260326	1571323	3011	47	198
3	130	HAMPDEN	1786	166076	1078550	1639	31	292
3	150	HAMPSHIRE	2588	229708	1742792	3047	32	279
3	170	MIDDLESEX	3453	201029	3364057	2882	19	738
3	190	NANTUCKET	23	3702	39150	9	0	6
3	210	NORFOLK	1128	54940	1018896	927	8	208
3	230	PLYMOUTH	1734	100414	1296095	939	9	288
3	250	SUFFOLK	27	722	35120	18	0	1
3	270	WORCESTER	4943	437173	3356801	5275	65	774
4	0	NEW HAMPSHIRE	14906	1960061	8911507	20101	166	1096
4	10	BELKNAP	766	105276	481428	1061	10	55
4	30	CARROLL	981	144595	431394	1248	11	60
4	50	CHESHIRE	1102	160510	608008	1561	14	86
4	70	COOS	1214	215411	915578	2677	18	69
4	90	GRAFTON	2077	347473	1423541	3743	41	146
4	110	HILLSBOROUGH	2030	238249	1344612	2242	15	196
4	130	MERRIMACK	1997	270499	1094552	2478	27	126
4	150	ROCKINGHAM	2458	202432	1299493	2277	13	214
4	170	STRAFFORD	951	100621	553566	999	3	81
4	190	SULLIVAN	1330	174995	759335	1815	14	63
5	0	RHODE ISLAND	3322	279361	2718369	3199	67	589
5	10	BRISTOL	144	7605	138742	182	3	32
5	30	KENT	592	46286	469686	304	4	79
5	50	NEWPORT	625	37286	573677	1016	19	138
5	70	PROVIDENCE	1340	101173	1002270	1018	24	210
5	90	WASHINGTON	621	87011	533994	679	17	130
6	0	VERMONT	24898	3896097	20767500	52279	524	2426
6	10	ADDISON	2023	354792	2133967	5214	68	504
6	30	BENNINGTON	950	161973	827001	1892	36	127
6	50	CALEDONIA	2085	300927	1536063	4266	51	73
6	70	CHITTENDEN	1842	277498	1706012	4111	46	316
6	90	ESSEX	572	114744	449282	1323	4	43
6	110	FRANKLIN	2303	361109	2177311	5535	29	189
6	130	GRAND ISLE	434	45704	433334	907	8	125
6	150	LAMOILLE	1424	200032	978374	2761	36	69
6	170	ORANGE	2298	351247	1577572	4320	36	133
6	190	ORLEANS	2337	359561	2232888	5402	41	101
6	210	RUTLAND	2151	382442	1919629	4536	43	313
6	230	WASHINGTON	2178	303756	1745892	4337	69	140
6	250	WINDHAM	1665	282105	1139244	2779	17	126
6	270	WINDSOR	2636	400207	1910931	4896	40	167
11	0	DELAWARE	9707	900815	7285130	17833	9579	1600
11	10	KENT	2874	302006	2233386	6625	2285	594
11	30	NEW CASTLE	1839	207323	2016374	6192	581	447
11	50	SUSSEX	4994	391486	3035370	5016	6713	559
12	0	NEW JERSEY	25378	1758027	27076085	39269	3484	8088
12	10	ATLANTIC	1572	44788	956142	834	133	296
12	30	BERGEN	811	18858	972915	380	8	276
12	50	BURLINGTON	1948	182740	2953012	3847	968	932
12	70	CAMDEN	882	33504	688080	991	147	198
12	90	CAPE MAY	383	29897	250075	314	30	97
12	110	CUMBERLAND	2587	127826	2038799	2881	406	504
12	130	ESSEX	247	7723	424653	217	6	80
12	150	GLOUCESTER	2347	121369	2238892	3661	472	628
12	170	HUDSON	76	455	317875	11	0	1
12	190	HUNTERDON	2465	200644	2333068	4141	158	880
12	210	MERCER	1131	93051	1334108	2279	136	549
12	230	MIDDLESEX	1096	71297	1460460	1979	104	400
12	250	MONMOUTH	2228	154439	2449952	4660	296	831
12	270	MORRIS	1128	98581	1383500	1434	40	354
12	290	OCEAN	630	30288	298818	428	54	90
12	310	PASSAIC	412	12157	512018	319	6	156
12	330	SALEM	1426	128006	1665175	4084	298	448
12	350	SOMERSET	1258	99137	1521556	1843	65	553
12	370	SUSSEX	1155	165039	1355601	2238	45	320
12	390	UNION	285	6530	445077	241	3	66
12	410	WARREN	1311	131698	1476309	2487	109	429
13	0	NEW YORK	159806	17979633	173606369	320460	5849	40369
13	10	ALBANY	1927	202518	2370052	3663	71	424
13	30	ALLEGANY	3375	480715	3250825	7298	85	868
13	50	BRONX	15	172	12550	0	0	1
13	70	BROOME	3104	336035	2644000	5044	148	474
13	90	CATTARAUGUS	3999	544704	3855843	7507	119	806
13	110	CAYUGA	3865	372890	3993057	8595	206	1042
13	130	CHAUTAUQUA	6410	538635	5554016	9876	354	1409
13	150	CHEMUNG	1565	180186	1558123	3004	55	391
13	170	CHENANGO	3333	465666	3368172	7095	141	570
13	190	CLINTON	2852	429068	2786377	6660	75	333
13	210	COLUMBIA	2144	276426	2740673	4424	100	652
13	230	CORTLAND	1968	260387	2187820	4453	93	384
13	250	DELAWARE	3956	678333	4071393	8239	132	285
13	270	DUTCHESS	2190	337901	3264523	4858	98	777
13	290	ERIE	5942	433712	6644868	10439	196	1895
13	310	ESSEX	1757	264044	1326507	2969	29	206
13	330	FRANKLIN	2925	356541	2291359	5988	79	220
13	350	FULTON	1167	121767	1092399	2136	47	207
13	370	GENESEE	2555	259191	3367529	7022	60	1156
13	390	GREENE	1787	227312	1774395	2833	49	319
13	410	HAMILTON	160	32347	116553	241	4	7
13	430	HERKIMER	2400	300638	2903633	5468	58	606
13	450	JEFFERSON	4699	673211	5271437	11230	98	1178
13	470	KINGS	11	87	7175	7	0	1
13	490	LEWIS	2558	401363	2836147	5491	47	355
13	510	LIVINGSTON	2322	332762	3102972	7739	83	925
13	530	MADISON	3176	337272	3411558	6575	123	905
13	550	MONROE	4165	312589	5988747	8957	102	1842
13	570	MONTGOMERY	1753	212331	2681771	4134	40	856
13	590	NASSAU	579	23477	1893361	648	7	391
13	610	NEW YORK	0	0	0	0	0	0
13	630	NIAGARA	4018	282499	5093169	7553	198	2209
13	650	ONEIDA	4699	515700	5292450	10008	154	1085
13	670	ONONDAGA	4529	373716	5113257	9100	229	1230
13	690	ONTARIO	3322	343863	4524782	8590	210	1416
13	710	ORANGE	3115	301363	3531008	5062	91	628
13	730	ORLEANS	2392	213498	3409765	5663	79	1274
13	750	OSWEGO	4726	388861	3495344	7683	173	714
13	770	OTSEGO	3980	513337	3864458	8386	128	609
13	790	PUTNAM	293	53076	492509	541	13	97
13	810	QUEENS	186	2873	388653	74	2	46
13	830	RENSSELAER	2533	268552	2237207	4036	59	427
13	850	RICHMOND	66	1181	163920	26	0	8
13	870	ROCKLAND	360	18857	561274	301	20	177
13	890	ST LAWRENCE	6979	1001289	6947546	15505	152	1108
13	910	SARATOGA	2417	259324	2305260	3950	44	484
13	930	SCHENECTADY	736	71837	862546	1149	27	248
13	950	SCHOHARIE	2272	304574	2300676	4954	74	411
13	970	SCHUYLER	1361	155974	1198228	2650	121	326
13	990	SENECA	1666	172700	2207656	3969	97	839
13	1010	STEUBEN	5143	706899	5035364	11391	315	1247
13	1030	SUFFOLK	1772	99671	3729213	2521	78	972
13	1050	SULLIVAN	2979	286503	1960732	3861	64	126
13	1070	TIOGA	2273	262396	2145758	4023	161	443
13	1090	TOMPKINS	2358	240632	2106873	4288	156	547
13	1110	ULSTER	3690	314765	3126543	4214	56	540
13	1130	WARREN	889	130372	501453	1170	10	23
13	1150	WASHINGTON	2889	417432	3055591	6487	44	511
13	1170	WAYNE	4498	325462	5596344	8978	183	1577
13	1190	WESTCHESTER	428	41033	862866	594	18	129
13	1210	WYOMING	2839	333115	3237594	7069	93	803
13	1230	YATES	1739	185999	1890495	4071	101	630
14	0	PENNSYLVANIA	172419	15309485	154756206	311739	50664	33513
14	10	ADAMS	3333	264145	2725373	6558	2796	662
14	30	ALLEGHENY	2935	189888	3036907	3975	208	656
14	50	ARMSTRONG	2663	242288	1755025	4996	230	338
14	70	BEAVER	1973	161906	1290561	3226	112	316
14	90	BEDFORD	3184	425343	2084934	5486	596	438
14	110	BERKS	5359	391508	5912998	9762	2975	1691
14	130	BLAIR	1608	145447	1463138	2772	313	327
14	150	BRADFORD	4667	551417	4173865	9153	205	903
14	170	BUCKS	4360	260072	5193155	8074	339	1465
14	190	BUTLER	3690	293403	2791588	6382	211	693
14	210	CAMBRIA	2183	178594	1605249	3458	216	369
14	230	CAMERON	190	20951	72770	184	5	12
14	250	CARBON	736	70790	834178	1075	114	180
14	270	CENTRE	1875	247959	2389276	4722	408	511
14	290	CHESTER	4559	375221	6192396	10356	1173	1404
14	310	CLARION	2164	216356	2014559	4562	164	424
14	330	CLEARFIELD	2752	208102	1524444	3081	301	337
14	350	CLINTON	913	93754	835742	1747	118	212
14	370	COLUMBIA	2279	194755	2489691	4086	512	435
14	390	CRAWFORD	5518	499465	3985654	10514	260	729
14	410	CUMBERLAND	2932	237983	2501962	6536	2637	455
14	430	DAUPHIN	2299	188608	2115964	4040	1734	444
14	450	DELAWARE	689	47569	956092	1252	68	191
14	470	ELK	789	66911	542996	931	65	156
14	490	ERIE	4885	387136	3968927	8793	156	1062
14	510	FAYETTE	3364	247806	1940643	4922	190	494
14	530	FOREST	337	40431	168286	491	13	39
14	550	FRANKLIN	3536	338229	3230218	10375	1487	690
14	570	FULTON	1195	167916	764552	2443	392	109
14	590	GREENE	2741	324982	1257805	5063	172	194
14	610	HUNTINGDON	1771	276709	1456398	3509	882	309
14	630	INDIANA	3058	312979	2433365	5858	515	447
14	650	JEFFERSON	2450	204290	1644520	3804	301	274
14	670	JUNIATA	1319	141366	1198262	2542	994	256
14	690	LACKAWANNA	1500	116905	1369802	2121	117	288
14	710	LANCASTER	9705	517373	10516195	16800	9546	2001
14	730	LAWRENCE	2236	163388	1789440	3830	140	458
14	750	LEBANON	2203	161861	2045929	3488	2019	521
14	770	LEHIGH	2325	160314	3322292	5024	270	755
14	790	LUZERNE	2385	174297	2417272	3481	473	485
14	810	LYCOMING	2710	293468	2949019	5909	162	452
14	830	MCKEAN	1081	118852	817590	1686	14	122
14	850	MERCER	3967	334737	3004235	7447	243	624
14	870	MIFFLIN	1107	122009	1052719	2530	695	293
14	890	MONROE	1370	134856	1170204	1912	91	168
14	910	MONTGOMERY	3360	171744	3928657	5717	174	1170
14	930	MONTOUR	695	67820	757416	1803	90	184
14	950	NORTHAMPTON	2707	162560	3510107	5129	154	764
14	970	NORTHUMBERLAND	2143	185880	2188644	4187	825	402
14	990	PERRY	1861	207655	1375872	3162	1791	321
14	1010	PHILADELPHIA	231	13554	556243	437	5	105
14	1030	PIKE	528	65423	323629	543	33	43
14	1050	POTTER	1564	234367	1186372	2999	52	212
14	1070	SCHUYLKILL	2502	182808	2727314	4103	676	484
14	1090	SNYDER	1596	139442	1234078	3203	664	298
14	1110	SOMERSET	3400	410705	3318198	6785	290	702
14	1130	SULLIVAN	718	81322	522247	1281	11	52
14	1150	SUSQUEHANNA	3170	412418	2865668	6229	129	491
14	1170	TIOGA	3168	424118	2761310	6453	85	504
14	1190	UNION	1154	94800	1234949	2973	307	284
14	1210	VENANGO	1776	161984	1190414	2800	86	313
14	1230	WARREN	1999	202563	1323353	3128	52	255
14	1250	WASHINGTON	4274	437135	2780552	7591	294	669
14	1270	WAYNE	2908	328857	2238454	4667	122	241
14	1290	WESTMORELAND	4712	382678	3794554	7322	380	922
14	1310	WYOMING	1409	147243	1337448	2009	144	306
14	1330	YORK	7649	482070	6594537	10262	9668	1402
21	0	ILLINOIS	214497	30695339	160412877	820850	133457	69628
21	10	ADAMS	3559	490863	2170770	11918	3108	905
21	30	ALEXANDER	719	86089	165835	580	1454	71
21	50	BOND	1583	207538	564693	5697	959	235
21	70	BOONE	1159	170541	1406156	5122	214	548
21	90	BROWN	1211	176116	606454	4659	567	227
21	110	BUREAU	3058	511021	3482213	15483	704	1473
21	130	CALHOUN	1054	145512	569013	2529	1270	185
21	150	CARROLL	1697	267918	1590577	7147	244	493
21	170	CASS	1070	203904	803504	4427	1316	371
21	190	CHAMPAIGN	3315	608375	4405543	18820	2272	2007
21	210	CHRISTIAN	2507	407398	2510773	11738	2794	1128
21	230	CLARK	2481	259596	740815	6685	642	367
21	250	CLAY	2084	248824	511792	5332	931	215
21	270	CLINTON	1747	258106	1189476	6359	1817	334
21	290	COLES	2179	290114	1800135	7614	1382	1054
21	310	COOK	3348	214742	3409744	7408	142	1415
21	330	CRAWFORD	1814	214031	529005	5104	458	349
21	350	CUMBERLAND	1608	175268	427383	4890	654	332
21	370	DE KALB	2317	380565	3018299	12510	489	1274
21	390	DE WITT	1439	242091	1439747	7642	756	662
21	410	DOUGLAS	1456	246887	1755262	7427	971	874
21	430	DU PAGE	1296	140370	1260151	4084	134	749
21	450	EDGAR	2325	364607	1665784	8685	1678	977
21	470	EDWARDS	1030	129317	278407	2864	987	161
21	490	EFFINGHAM	2029	262634	608186	6906	1145	290
21	510	FAYETTE	3122	377718	825182	10687	1593	333
21	530	FORD	1549	298706	2032784	9429	689	1012
21	550	FRANKLIN	2071	176880	472569	4184	1689	159
21	570	FULTON	3343	503391	2331073	13816	1237	1085
21	590	GALLATIN	1104	150027	380010	2642	2361	129
21	610	GREENE	1816	303468	1058675	7878	1941	557
21	630	GRUNDY	1376	249958	1472482	6801	443	745
21	650	HAMILTON	2180	220476	299273	5191	1791	76
21	670	HANCOCK	3314	459683	2056876	13933	1477	982
21	690	HARDIN	698	93144	102995	1160	1070	18
21	710	HENDERSON	1073	211152	902359	5431	498	401
21	730	HENRY	3176	497385	3313071	16362	824	1385
21	750	IROQUOIS	3821	678458	3658365	21012	1647	1586
21	770	JACKSON	2252	286409	842657	4768	2941	478
21	790	JASPER	2177	257006	721364	7322	821	331
21	810	JEFFERSON	3334	295985	542476	7209	1633	161
21	830	JERSEY	1346	203680	809834	4855	948	324
21	850	JO DAVIESS	2023	348492	1717118	8383	263	602
21	870	JOHNSON	1471	171805	274380	2498	1788	114
21	890	KANE	1964	283726	2842357	7950	225	1175
21	910	KANKAKEE	2210	383221	2444906	10696	721	939
21	930	KENDALL	1140	194628	1572266	5571	190	705
21	950	KNOX	2560	418618	2128055	12374	784	982
21	970	LAKE	1566	170245	1808427	4970	128	745
21	990	LA SALLE	4019	663542	4569770	20659	850	2079
21	1010	LAWRENCE	1215	171656	490155	3458	1036	277
21	1030	LEE	2459	435888	2867479	12743	542	1103
21	1050	LIVINGSTON	3570	644539	5124849	19322	1857	2101
21	1070	LOGAN	2025	369309	2596907	10943	1735	1091
21	1090	MCDONOUGH	2433	347320	2011463	10496	1112	934
21	1110	MCHENRY	2607	343191	2518317	9437	198	1080
21	1130	MCLEAN	4060	718795	4895472	21706	2375	2062
21	1150	MACON	2422	340003	2253121	10249	1435	1052
21	1170	MACOUPIN	3290	464910	1659095	13137	2059	858
21	1190	MADISON	3325	375638	2218929	9065	3546	837
21	1210	MARION	2974	304722	664429	7343	1465	292
21	1230	MARSHALL	1164	222018	1408380	6504	326	585
21	1250	MASON	1371	292292	1463998	6474	1696	501
21	1270	MASSAC	1130	125098	280437	1689	1812	76
21	1290	MENARD	1034	188804	914092	5152	996	358
21	1310	MERCER	1841	318894	1691314	8883	1117	683
21	1330	MONROE	1310	199082	771238	2511	2900	474
21	1350	MONTGOMERY	2881	389782	1237896	11168	2021	660
21	1370	MORGAN	2136	327824	1471976	8985	2014	673
21	1390	MOULTRIE	1446	206146	1141051	6675	796	607
21	1410	OGLE	2688	448782	2863184	13777	402	1095
21	1430	PEORIA	2372	332754	2017655	9982	543	822
21	1450	PERRY	1774	204833	575775	4692	1328	232
21	1470	PIATT	1295	265339	1979666	8039	1201	765
21	1490	PIKE	2879	456921	1495873	10808	2118	622
21	1510	POPE	1250	167435	186546	2024	1767	60
21	1530	PULASKI	1047	93971	291210	1314	1986	102
21	1550	PUTNAM	483	89645	594913	2472	148	276
21	1570	RANDOLPH	2199	302671	792360	6357	2380	425
21	1590	RICHLAND	1632	192320	553250	4576	590	214
21	1610	ROCK ISLAND	1729	226800	1455531	6684	397	649
21	1630	ST CLAIR	2898	330534	1640402	6840	4741	784
21	1650	SALINE	2175	187893	452630	3933	2457	159
21	1670	SANGAMON	3284	504384	2365318	12793	2642	1085
21	1690	SCHUYLER	1635	248305	1088273	6255	616	428
21	1710	SCOTT	934	142518	721683	3078	905	351
21	1730	SHELBY	3462	433380	1513362	12381	2012	852
21	1750	STARK	976	174264	1207310	5705	427	453
21	1770	STEPHENSON	2631	335372	2826118	10886	329	1032
21	1790	TAZEWELL	2162	366130	2536464	11150	1146	975
21	1810	UNION	1752	200672	655925	2641	2654	337
21	1830	VERMILION	3630	529335	2936883	13609	1665	1546
21	1850	WABASH	953	120334	548962	2487	931	253
21	1870	WARREN	1870	327505	1944757	8064	764	826
21	1890	WASHINGTON	2114	303774	1036832	6921	2477	271
21	1910	WAYNE	3110	384305	659357	8287	2181	212
21	1930	WHITE	2015	268581	787669	4760	3468	334
21	1950	WHITESIDE	2754	418803	2978476	12920	482	1030
21	1970	WILL	2969	455382	3376154	12746	446	1445
21	1990	WILLIAMSON	2500	204690	574454	3837	2713	206
21	2010	WINNEBAGO	1928	276273	1923780	7921	234	693
21	2030	WOODFORD	1914	315293	2062466	9560	629	991
22	0	INDIANA	181570	19688675	86778440	443411	81988	41979
22	10	ADAMS	2140	208066	1174369	6036	312	710
22	30	ALLEN	3477	351416	2210328	9475	469	1172
22	50	BARTHOLOMEW	1938	223104	1040663	4216	2354	376
22	70	BENTON	1195	254589	1180565	7087	627	578
22	90	BLACKFORD	975	95057	340202	2504	115	212
22	110	BOONE	2623	254573	1106709	7718	392	726
22	130	BROWN	874	104379	153513	1431	355	41
22	150	CARROLL	1813	219957	1314464	4777	652	758
22	170	CASS	2230	237122	1147102	6055	751	516
22	190	CLARK	2104	202792	602406	3241	1394	322
22	210	CLAY	2079	181096	533275	4162	1090	282
22	230	CLINTON	2199	247072	1592027	6981	438	751
22	250	CRAWFORD	1543	161809	257700	2251	1016	83
22	270	DAVIESS	2421	242355	717983	5163	2163	369
22	290	DEARBORN	2016	181196	794013	3729	1035	283
22	310	DECATUR	1667	214972	1119396	4613	1137	601
22	330	DE KALB	2222	210253	1263256	5236	202	613
22	350	DELAWARE	2639	230920	1144401	6247	403	608
22	370	DUBOIS	1947	245701	695238	4546	1923	270
22	390	ELKHART	2900	246215	1537677	6991	357	488
22	410	FAYETTE	1017	130613	705249	2845	388	393
22	430	FLOYD	1134	72434	329108	1399	515	151
22	450	FOUNTAIN	1739	230746	961788	4929	767	526
22	470	FRANKLIN	1915	235196	1099892	4604	851	459
22	490	FULTON	2010	221063	947101	5273	411	250
22	510	GIBSON	2140	237100	873630	4442	2808	553
22	530	GRANT	2541	234602	1339215	5488	412	832
22	550	GREENE	3022	276353	676808	4863	1685	285
22	570	HAMILTON	2623	239756	1343092	6388	399	873
22	590	HANCOCK	1895	182428	1077362	5663	366	572
22	610	HARRISON	2603	258167	729115	4787	1017	270
22	630	HENDRICKS	2306	239195	993756	5963	872	645
22	650	HENRY	2471	240047	1306530	5756	415	693
22	670	HOWARD	1946	173448	1003454	4868	297	652
22	690	HUNTINGTON	2353	229861	1245003	6021	478	653
22	710	JACKSON	2070	250204	1027239	2890	3494	323
22	730	JASPER	1672	307655	1124782	6739	495	526
22	750	JAY	2341	229187	942970	5997	332	461
22	770	JEFFERSON	2234	203804	698187	3912	1296	227
22	790	JENNINGS	1566	183118	420226	3261	940	177
22	810	JOHNSON	1876	186653	1185663	5360	628	648
22	830	KNOX	2359	291383	1376294	5277	3687	702
22	850	KOSCIUSKO	3143	312645	1567831	7844	619	462
22	870	LAGRANGE	1857	221887	1093338	5619	431	294
22	890	LAKE	1531	205147	1334478	5332	162	536
22	910	LA PORTE	2135	313858	1526694	7395	436	678
22	930	LAWRENCE	2261	233309	617572	2968	1356	251
22	950	MADISON	3060	257291	1521112	7215	362	908
22	970	MARION	2263	155224	1399889	3915	610	740
22	990	MARSHALL	2451	252318	1215394	6021	438	400
22	1010	MARTIN	1150	153155	258419	1993	988	132
22	1030	MIAMI	2095	226583	1150858	6044	613	572
22	1050	MONROE	1959	191985	418996	2937	779	142
22	1070	MONTGOMERY	2349	297369	1259160	8013	867	722
22	1090	MORGAN	1972	213066	697061	4809	716	451
22	1110	NEWTON	989	238894	963215	4954	595	389
22	1130	NOBLE	2259	240326	1357001	5563	373	488
22	1150	OHIO	584	53569	191290	1102	286	71
22	1170	ORANGE	1685	197703	498524	2976	1103	232
22	1190	OWEN	1587	190984	321621	3095	574	132
22	1210	PARKE	1858	232187	771340	4737	727	380
22	1230	PERRY	1528	191552	355076	2812	1368	121
22	1250	PIKE	1794	147037	362525	3350	1185	196
22	1270	PORTER	1677	208406	1233066	5232	258	460
22	1290	POSEY	1733	215805	742906	3070	3763	468
22	1310	PULASKI	1499	234845	865609	5288	419	386
22	1330	PUTNAM	2429	267194	724845	5424	765	399
22	1350	RANDOLPH	2815	270116	1338415	7215	355	734
22	1370	RIPLEY	2570	249364	920475	5260	1268	406
22	1390	RUSH	1875	248803	1524078	6839	557	791
22	1410	ST JOSEPH	2039	210983	1126631	5570	196	527
22	1430	SCOTT	1034	94879	204153	1713	591	125
22	1450	SHELBY	2324	240340	1453190	6934	622	753
22	1470	SPENCER	2211	226014	669590	4433	2874	200
22	1490	STARKE	1212	146359	586465	3112	225	303
22	1510	STEUBEN	1688	179743	927140	3972	272	365
22	1530	SULLIVAN	2671	234832	609514	5493	1196	393
22	1550	SWITZERLAND	1612	133639	398395	3105	566	111
22	1570	TIPPECANOE	2145	293057	1554213	7102	977	737
22	1590	TIPTON	1696	158884	973773	4595	233	547
22	1610	UNION	718	102571	686653	2176	382	290
22	1630	VANDERBURGH	1302	108451	649926	1639	2297	289
22	1650	VERMILLION	972	126779	521941	2645	578	259
22	1670	VIGO	2176	183460	500535	4106	1282	363
22	1690	WABASH	2229	244840	1345982	5860	663	697
22	1710	WARREN	1207	214517	911865	4597	623	472
22	1730	WARRICK	2026	185467	545291	3527	2808	237
22	1750	WASHINGTON	2181	271607	662253	4121	1766	308
22	1770	WAYNE	2183	239960	1400741	4839	496	717
22	1790	WELLS	2257	218499	1074208	5668	437	704
22	1810	WHITE	1718	287079	1208682	6800	849	610
22	1830	WHITLEY	2026	200436	1204760	5198	344	401
23	0	MICHIGAN	169372	17118951	105562502	382660	6528	34579
23	10	ALCONA	789	116241	430825	1753	18	75
23	30	ALGER	511	42690	277367	578	8	74
23	50	ALLEGAN	5300	401997	2737581	10706	240	938
23	70	ALPENA	1033	141662	513387	2403	18	130
23	90	ANTRIM	1141	139689	544869	2302	62	141
23	110	ARENAC	1202	129071	480290	2833	29	162
23	130	BARAGA	713	54745	349029	765	7	96
23	150	BARRY	2656	297756	1659354	6369	60	424
23	170	BAY	2901	219486	1871772	6772	66	691
23	190	BENZIE	616	72560	328616	1001	37	71
23	210	BERRIEN	5390	297118	3491454	8667	336	895
23	230	BRANCH	2750	289302	1808432	6992	174	503
23	250	CALHOUN	3205	371506	1875483	7939	158	499
23	270	CASS	2437	266210	1205695	5349	204	314
23	290	CHARLEVOIX	1029	105199	401758	1912	35	95
23	310	CHEBOYGAN	1052	115141	406851	1898	16	86
23	330	CHIPPEWA	1446	181453	701037	3586	23	210
23	350	CLARE	893	144042	355563	2281	61	100
23	370	CLINTON	2964	332122	2662389	8464	217	994
23	390	CRAWFORD	116	18448	44530	179		18
23	410	DELTA	1384	147954	743091	2303	32	228
23	430	DICKINSON	513	47216	280987	621	18	94
23	450	EATON	3385	331200	2350988	8210	175	929
23	470	EMMET	1023	106010	476855	1769	25	85
23	490	GENESEE	2907	293915	1989499	6999	133	954
23	510	GLADWIN	1107	130601	425448	2729	30	104
23	530	GOGEBIC	726	35892	327946	887	22	45
23	550	GRAND TRAVERSE	1332	136064	851270	2754	61	223
23	570	GRATIOT	3315	318521	2349345	8576	147	1004
23	590	HILLSDALE	3544	340414	2154953	8406	211	650
23	610	HOUGHTON	1840	145020	683605	2097	11	152
23	630	HURON	4155	475585	3025989	12739	108	1192
23	650	INGHAM	2961	304243	2098276	6918	106	852
23	670	IONIA	2833	322456	2347201	8078	112	779
23	690	IOSCO	632	95300	261457	1445	19	79
23	710	IRON	801	62486	399258	1102	9	87
23	730	ISABELLA	2507	280352	1706883	6492	58	480
23	750	JACKSON	2908	362083	1890177	7260	198	516
23	770	KALAMAZOO	2731	268696	1761455	5722	132	526
23	790	KALKASKA	490	72636	211160	1070	39	57
23	810	KENT	4422	392061	2952790	9462	120	766
23	830	KEWEENAW	102	6652	36620	97	1	4
23	850	LAKE	551	80217	283734	1254	35	33
23	870	LAPEER	3276	354347	2009572	8679	101	595
23	890	LEELANAU	1100	132823	620713	2306	34	127
23	910	LENAWEE	4453	440777	3455020	10857	357	1591
23	930	LIVINGSTON	2122	288828	1608281	5500	63	596
23	950	LUCE	178	25707	94463	307	2	36
23	970	MACKINAC/MICHILIM	415	48008	206192	844	0	68
23	990	MACOMB	2951	210915	2402901	5606	85	936
23	1010	MANISTEE	1172	129672	522267	2318	92	100
23	1030	MARQUETTE	1006	98888	541885	1311	12	110
23	1050	MASON	1637	155149	941776	3661	70	224
23	1070	MECOSTA	2063	243075	964924	4542	28	165
23	1090	MENOMINEE	1961	224481	1099340	3551	44	246
23	1110	MIDLAND	1784	167335	944328	3918	60	395
23	1130	MISSAUKEE	1072	162019	609978	2713	38	89
23	1150	MONROE	3803	288952	2575798	8844	145	1149
23	1170	MONTCALM	3650	372013	2153844	8821	66	463
23	1190	MONTMORENCY	397	56388	211234	736	13	55
23	1210	MUSKEGON	1626	137673	881206	2846	40	234
23	1230	NEWAYGO	2335	262271	1127093	4908	88	254
23	1250	OAKLAND	2405	286003	2040454	5668	153	856
23	1270	OCEANA	2012	201482	1048289	4061	92	244
23	1290	OGEMAW	985	149195	395849	2436	16	96
23	1310	ONTONAGON	1134	91929	482339	1575	10	149
23	1330	OSCEOLA	1831	251398	796173	4231	51	103
23	1350	OSCODA	220	42202	118813	548	8	51
23	1370	OTSEGO	440	60765	193242	896	2	38
23	1390	OTTAWA	3896	275831	2683940	7658	109	492
23	1410	PRESQUE ISLE	921	131931	548033	2015	8	98
23	1430	ROSCOMMON	160	28342	64635	293	2	19
23	1450	SAGINAW	4827	415554	3359308	11059	140	1576
23	1470	ST CLAIR	3627	341698	2115520	8514	85	884
23	1490	ST JOSEPH	2367	283075	1219907	6287	247	322
